ID,Employee Satisfaction,Employer Ratings,Monthly working hours
4148,0.19,0.93,110
4149,0.74,0.91,135
4150,0.54,0.59,228
4151,0.5,0.69,172
4152,0.95,0.72,168
4153,0.69,0.69,160
4154,0.24,0.74,282
4155,0.96,0.7,184
4156,0.61,0.5,217
4157,0.76,0.53,281
4158,0.61,0.64,245
4159,0.37,0.48,285
4160,0.81,0.9,165
4161,0.59,0.9,146
4162,0.73,0.82,133
4163,0.87,0.57,181
4164,0.67,0.66,152
4165,0.96,0.78,284
4166,0.98,0.51,157
4167,0.5,0.58,165
4168,0.49,0.71,255
4169,0.13,0.65,194
4170,0.57,0.68,102
4171,0.51,0.94,247
4172,0.99,0.69,206
4173,0.8,0.77,171
4174,0.56,0.39,263
4175,0.96,0.84,272
4176,0.96,0.5,158
4177,0.87,0.53,216
4178,0.61,0.9,113
4179,0.18,0.6,140
4180,0.24,0.77,178
4181,0.86,0.48,153
4182,0.25,0.62,271
4183,0.25,0.82,269
4184,0.63,0.55,160
4185,0.89,0.68,258
4186,0.87,0.82,251
4187,0.87,0.78,170
4188,0.71,0.99,238
4189,0.98,0.87,152
4190,0.16,0.51,262
4191,0.83,0.68,273
4192,0.65,0.77,233
4193,0.95,0.64,262
4194,0.67,0.67,183
4195,0.53,0.88,150
4196,0.74,0.94,132
4197,0.77,0.79,200
4198,0.13,0.72,148
4199,0.82,0.92,187
4200,0.88,0.65,224
4201,0.89,0.5,147
4202,0.85,0.51,153
4203,0.93,0.87,154
4204,0.62,0.7,270
4205,0.58,0.96,202
4206,0.98,0.5,264
4207,0.52,0.45,145
4208,0.76,0.49,138
4209,0.73,0.91,238
4210,0.74,0.64,147
4211,0.49,0.48,190
4212,0.91,0.97,183
4213,0.74,0.92,255
4214,0.86,0.82,252
4215,0.52,0.47,141
4216,0.95,0.81,260
4217,0.65,0.98,136
4218,0.7,0.56,182
4219,0.14,0.66,142
4220,0.92,0.53,261
4221,0.54,0.6,209
4222,0.76,0.95,156
4223,0.78,0.66,214
4224,0.85,0.86,250
4225,0.78,0.8,197
4226,0.55,0.72,149
4227,0.68,0.61,271
4228,0.91,0.68,187
4229,0.76,0.56,154
4230,0.15,0.67,264
4231,0.95,0.6,144
4232,0.74,0.37,200
4233,0.92,0.56,197
4234,0.64,0.89,175
4235,0.96,0.9,161
4236,0.21,0.72,245
4237,0.85,0.67,167
4238,0.52,0.86,168
4239,0.54,0.81,261
4240,0.56,0.81,274
4241,0.59,0.79,181
4242,0.88,0.58,266
4243,0.7,0.84,184
4244,0.95,0.58,193
4245,0.83,0.88,217
4246,0.76,0.62,197
4247,0.82,0.92,252
4248,0.55,0.97,136
4249,0.89,0.55,194
4250,0.66,0.94,190
4251,0.41,0.61,185
4252,0.83,0.77,232
4253,0.88,0.72,200
4254,0.56,0.66,155
4255,0.53,0.72,228
4256,0.8,0.41,188
4257,0.95,0.78,245
4258,0.9,0.88,205
4259,0.5,0.97,269
4260,0.4,0.59,207
4261,0.52,0.85,250
4262,0.51,0.5,251
4263,0.84,0.62,217
4264,0.78,0.98,252
4265,0.91,0.71,159
4266,0.59,0.71,169
4267,0.69,0.97,105
4268,0.87,0.93,268
4269,0.66,1,145
4270,0.5,0.54,165
4271,0.95,0.75,253
4272,0.77,0.64,254
4273,0.66,0.5,218
4274,0.61,0.98,138
4275,0.7,0.87,239
4276,0.89,0.71,182
4277,0.6,0.78,152
4278,0.62,0.51,222
4279,0.59,0.9,219
4280,0.69,0.59,266
4281,0.36,0.94,113
4282,0.59,0.93,146
4283,0.5,0.51,238
4284,0.53,0.99,188
4285,0.84,0.9,237
4286,0.51,0.95,201
4287,0.53,0.56,188
4288,0.98,0.63,137
4289,0.95,0.81,263
4290,0.13,0.76,217
4291,0.5,0.64,213
4292,0.93,0.76,244
4293,0.5,0.87,252
4294,0.66,0.84,168
4295,0.89,0.79,212
4296,0.46,0.43,258
4297,0.67,0.6,210
4298,0.96,0.9,246
4299,0.98,0.76,221
4300,0.67,0.57,215
4301,0.72,0.72,175
4302,0.65,0.49,221
4303,0.72,0.67,219
4304,0.78,0.58,154
4305,0.93,0.56,266
4306,0.73,0.85,224
4307,0.2,0.57,269
4308,0.47,0.5,159
4309,0.56,0.62,247
4310,0.72,0.86,137
4311,0.91,0.56,251
4312,0.79,0.49,210
4313,0.53,0.75,123
4314,0.14,0.51,253
4315,0.78,0.92,242
4316,0.52,0.74,238
4317,0.94,0.68,151
4318,0.83,0.8,158
4319,0.44,0.68,120
4320,0.72,0.74,187
4321,0.84,0.58,140
4322,0.76,0.99,164
4323,0.92,0.94,253
4324,0.58,0.93,235
4325,0.85,0.81,189
4326,0.74,0.51,246
4327,0.74,0.87,258
4328,0.72,0.8,158
4329,0.76,0.98,173
4330,0.85,0.72,201
4331,0.82,0.49,185
4332,0.6,0.93,270
4333,0.39,0.64,152
4334,0.83,0.53,211
4335,0.7,0.92,162
4336,0.84,0.97,253
4337,0.9,0.77,236
4338,0.18,0.84,231
4339,0.52,0.71,231
4340,0.87,0.51,233
4341,0.6,0.79,217
4342,0.72,0.93,174
4343,0.48,0.64,227
4344,0.75,0.53,222
4345,0.85,0.55,207
4346,0.39,0.41,115
4347,0.61,0.68,254
4348,0.6,0.61,170
4349,0.57,0.64,206
4350,0.19,0.68,149
4351,0.48,0.77,197
4352,0.69,0.75,261
4353,0.7,0.55,256
4354,0.65,0.92,219
4355,0.81,0.96,143
4356,0.85,0.95,171
4357,0.93,0.76,207
4358,0.72,0.94,235
4359,0.49,0.55,173
4360,0.94,0.47,131
4361,0.81,0.84,143
4362,0.92,0.78,193
4363,0.97,0.82,135
4364,0.98,0.61,265
4365,0.44,0.45,133
4366,0.72,0.87,184
4367,0.8,0.73,135
4368,0.6,0.72,267
4369,0.89,0.65,184
4370,0.69,0.57,227
4371,0.54,0.81,257
4372,0.97,0.75,235
4373,0.37,0.4,161
4374,0.73,0.52,215
4375,0.57,0.69,146
4376,0.86,0.66,191
4377,0.83,0.85,261
4378,0.19,0.52,200
4379,0.55,0.93,239
4380,0.6,0.65,160
4381,0.62,0.71,177
4382,0.65,0.55,215
4383,0.4,0.48,97
4384,0.82,0.78,231
4385,0.75,0.69,257
4386,0.83,0.53,232
4387,0.77,0.78,212
4388,0.59,0.98,198
4389,0.8,0.79,240
4390,0.84,0.55,242
4391,0.88,0.71,250
4392,0.37,0.9,229
4393,0.88,0.66,133
4394,0.69,0.85,200
4395,0.54,0.49,155
4396,0.76,0.57,139
4397,0.51,0.58,272
4398,0.16,0.52,100
4399,0.65,0.6,160
4400,0.54,0.81,195
4401,0.66,0.68,152
4402,0.95,0.65,182
4403,0.83,0.57,137
4404,0.98,0.84,182
4405,0.72,0.72,217
4406,0.71,0.62,192
4407,0.36,0.65,116
4408,0.55,0.65,170
4409,0.64,0.52,223
4410,0.62,0.57,174
4411,1,0.95,193
4412,0.91,0.91,167
4413,0.81,0.67,225
4414,0.71,0.92,248
4415,0.97,0.74,104
4416,0.75,0.86,148
4417,0.68,1,148
4418,0.87,0.68,187
4419,0.96,0.57,151
4420,0.41,0.86,215
4421,0.81,0.61,142
4422,0.68,1,258
4423,0.63,0.56,228
4424,0.6,0.84,221
4425,0.66,0.97,263
4426,0.69,0.82,273
4427,0.23,0.37,247
4428,0.52,0.63,225
4429,0.65,0.86,269
4430,0.78,0.4,174
4431,0.6,0.65,201
4432,0.9,0.62,254
4433,0.59,0.95,254
4434,0.89,0.78,185
4435,0.96,0.85,200
4436,0.68,0.76,190
4437,0.52,0.72,160
4438,0.68,0.94,264
4439,0.6,0.59,172
4440,0.28,0.83,279
4441,0.98,0.54,260
4442,0.67,0.52,262
4443,0.86,0.6,134
4444,0.83,0.9,195
4445,0.79,0.86,139
4446,0.54,0.86,205
4447,0.51,0.86,212
4448,0.75,0.65,148
4449,0.51,0.67,228
4450,0.73,0.74,230
4451,0.17,0.4,286
4452,0.88,0.59,142
4453,0.76,0.79,161
4454,0.29,0.77,152
4455,0.62,0.97,266
4456,0.5,0.85,143
4457,0.16,0.65,165
4458,0.18,0.99,204
4459,0.86,0.68,170
4460,0.68,0.52,203
4461,0.68,0.85,199
4462,0.89,0.78,223
4463,0.86,0.88,220
4464,0.43,0.41,190
4465,0.85,0.58,143
4466,0.94,0.8,111
4467,0.58,0.71,145
4468,0.43,0.6,138
4469,0.72,0.49,203
4470,0.95,0.96,175
4471,0.35,0.67,119
4472,0.77,0.79,157
4473,0.74,0.7,135
4474,0.5,0.6,200
4475,0.87,0.56,121
4476,0.55,0.48,162
4477,0.8,0.65,135
4478,0.49,0.52,183
4479,0.54,0.92,228
4480,0.21,0.87,148
4481,0.77,0.77,219
4482,0.53,0.73,147
4483,0.89,0.49,165
4484,0.25,0.59,218
4485,0.53,0.59,231
4486,0.44,0.45,124
4487,0.7,0.44,131
4488,0.54,0.76,199
4489,0.9,0.56,220
4490,0.69,0.8,215
4491,0.78,0.59,180
4492,0.91,0.49,272
4493,0.92,0.61,228
4494,0.96,0.88,168
4495,0.8,0.77,205
4496,0.52,0.67,244
4497,0.52,0.97,185
4498,0.93,0.96,135
4499,0.89,0.9,160
4500,0.83,0.61,262
4501,0.7,0.84,225
4502,0.89,0.74,174
4503,0.21,0.37,266
4504,0.67,0.78,241
4505,0.73,0.97,245
4506,0.85,0.51,261
4507,0.54,0.85,157
4508,0.74,0.94,286
4509,0.71,0.65,263
4510,0.76,0.52,229
4511,0.85,0.5,159
4512,0.82,0.89,196
4513,0.71,0.79,133
4514,0.79,0.65,228
4515,0.86,0.56,247
4516,0.9,0.78,215
4517,0.65,0.8,233
4518,0.53,0.74,237
4519,0.51,0.91,269
4520,1,0.76,246
4521,0.92,0.82,168
4522,1,0.59,168
4523,0.23,0.67,163
4524,0.52,0.77,142
4525,0.8,0.83,183
4526,0.59,0.72,264
4527,0.75,0.55,184
4528,0.99,0.58,138
4529,0.57,0.76,195
4530,0.87,0.95,251
4531,0.52,0.47,108
4532,0.57,0.9,144
4533,0.32,0.77,112
4534,0.66,0.81,201
4535,0.53,0.8,204
4536,0.55,0.62,226
4537,0.66,0.9,217
4538,0.69,0.92,149
4539,0.67,0.99,237
4540,0.75,0.37,256
4541,0.7,0.98,194
4542,0.71,0.74,202
4543,0.97,0.6,133
4544,0.5,0.48,246
4545,0.34,0.92,206
4546,0.67,0.74,204
4547,0.78,0.98,157
4548,0.52,0.91,187
4549,0.91,0.51,211
4550,0.79,0.92,204
4551,0.83,0.53,182
4552,0.74,0.76,244
4553,0.77,0.97,184
4554,0.49,0.71,117
4555,0.94,0.89,230
4556,0.99,0.91,241
4557,0.69,0.84,227
4558,0.88,0.59,147
4559,0.89,0.9,240
4560,0.8,0.58,238
4561,0.22,0.89,262
4562,0.87,0.83,215
4563,0.66,0.66,211
4564,0.9,0.68,156
4565,0.95,0.54,180
4566,0.49,0.56,260
4567,0.71,0.68,228
4568,0.2,0.96,249
4569,0.95,0.64,242
4570,0.68,0.8,254
4571,0.93,0.68,272
4572,0.85,0.57,210
4573,0.82,0.68,140
4574,0.87,0.42,252
4575,0.88,0.84,266
4576,0.98,0.79,138
4577,0.89,0.98,220
4578,0.92,0.51,214
4579,0.48,0.6,121
4580,0.67,0.49,195
4581,0.84,0.55,135
4582,0.97,0.78,261
4583,0.65,0.53,205
4584,0.79,0.87,240
4585,0.75,0.75,141
4586,0.69,0.64,200
4587,0.85,0.6,257
4588,0.34,0.41,141
4589,0.97,0.68,185
4590,0.39,0.99,235
4591,0.54,0.81,264
4592,0.78,0.67,260
4593,0.49,0.79,158
4594,0.17,0.83,195
4595,0.98,0.81,180
4596,0.9,1,114
4597,0.24,0.89,228
4598,0.92,0.79,243
4599,0.36,0.72,179
4600,0.19,0.76,158
4601,0.75,0.76,254
4602,0.91,0.81,220
4603,0.72,0.95,171
4604,0.62,0.64,142
4605,0.97,0.75,241
4606,0.69,0.64,275
4607,0.98,0.56,157
4608,0.62,0.53,169
4609,0.59,0.82,233
4610,0.73,0.98,160
4611,0.71,0.79,189
4612,0.85,0.58,273
4613,0.8,0.94,141
4614,0.48,0.38,134
4615,0.64,0.4,248
4616,0.19,0.64,222
4617,0.82,0.69,219
4618,0.99,0.96,202
4619,0.45,0.58,200
4620,0.89,0.89,138
4621,0.75,0.78,158
4622,0.8,0.86,136
4623,0.78,0.49,222
4624,0.95,0.76,236
4625,0.68,0.67,135
4626,0.82,0.97,235
4627,0.9,0.69,274
4628,0.59,0.99,235
4629,0.66,0.57,169
4630,0.63,0.56,286
4631,0.73,0.78,166
4632,0.63,0.93,236
4633,0.87,0.62,197
4634,0.62,0.87,169
4635,0.53,0.9,210
4636,0.94,0.83,156
4637,0.94,0.55,231
4638,0.55,0.64,101
4639,0.58,0.72,259
4640,0.98,0.88,203
4641,0.74,0.76,255
4642,0.65,0.48,131
4643,0.97,0.79,272
4644,0.58,0.75,253
4645,0.49,0.77,254
4646,0.69,0.98,214
4647,0.55,0.49,195
4648,0.65,0.89,240
4649,0.87,0.49,149
4650,0.12,0.7,276
4651,0.65,0.84,247
4652,0.23,0.66,212
4653,0.62,0.77,256
4654,0.86,0.72,178
4655,0.85,0.6,255
4656,0.74,0.76,224
4657,0.53,0.76,204
4658,0.99,0.44,104
4659,0.48,0.81,113
4660,0.72,0.74,243
4661,0.76,0.72,242
4662,0.41,0.7,177
4663,0.85,0.88,235
4664,0.62,0.49,175
4665,0.16,0.78,280
4666,0.58,0.61,205
4667,0.73,0.95,243
4668,0.28,0.76,150
4669,0.77,0.61,178
4670,0.85,0.86,231
4671,0.56,0.76,134
4672,0.81,1,143
4673,0.83,0.87,156
4674,0.49,0.48,249
4675,0.81,0.97,247
4676,0.56,0.92,222
4677,0.77,0.83,160
4678,0.73,0.5,224
4679,0.95,0.72,235
4680,0.69,0.68,167
4681,0.79,0.89,104
4682,0.63,0.57,160
4683,0.8,0.79,168
4684,0.64,0.61,153
4685,0.92,0.9,249
4686,0.96,0.75,177
4687,0.56,0.85,225
4688,0.37,0.61,186
4689,0.5,0.82,133
4690,0.49,0.58,213
4691,1,0.73,245
4692,0.82,0.75,160
4693,0.52,0.54,212
4694,0.76,0.96,135
4695,0.2,0.53,149
4696,0.6,0.9,178
4697,0.69,0.9,224
4698,0.93,0.51,196
4699,0.7,0.64,178
4700,0.56,0.54,191
4701,0.97,0.61,167
4702,0.24,0.65,275
4703,0.83,0.91,168
4704,0.55,0.85,152
4705,0.68,0.99,263
4706,0.48,0.53,113
4707,0.75,0.95,253
4708,0.61,0.5,271
4709,0.5,0.74,165
4710,0.78,0.54,257
4711,0.61,0.68,244
4712,0.48,0.5,179
4713,0.93,0.92,248
4714,0.78,0.58,224
4715,0.92,0.99,236
4716,0.71,0.98,213
4717,0.15,0.42,238
4718,0.14,0.83,153
4719,0.56,0.72,247
4720,1,0.84,154
4721,0.77,0.82,147
4722,0.86,0.66,150
4723,0.88,0.95,137
4724,0.85,0.84,179
4725,0.95,0.56,194
4726,0.65,0.65,224
4727,0.7,0.55,253
4728,0.6,0.55,177
4729,0.84,0.83,215
4730,0.23,0.59,245
4731,0.89,0.75,134
4732,0.98,0.91,273
4733,0.88,0.83,163
4734,0.87,0.52,152
4735,0.93,0.96,268
4736,0.13,0.95,149
4737,0.99,0.56,128
4738,0.52,0.51,218
4739,0.58,0.98,146
4740,0.85,0.57,190
4741,0.41,0.59,182
4742,1,0.8,162
4743,0.63,0.64,243
4744,0.63,0.58,141
4745,0.63,0.9,142
4746,0.59,0.62,203
4747,0.88,0.77,168
4748,0.72,0.7,149
4749,0.67,0.81,168
4750,0.41,0.54,190
4751,0.3,0.68,229
4752,0.83,0.84,249
4753,0.73,0.93,162
4754,0.87,0.9,163
4755,0.93,0.74,169
4756,0.97,0.91,257
4757,0.7,0.54,150
4758,0.66,0.95,183
4759,0.62,0.66,208
4760,0.56,0.52,158
4761,0.32,0.72,240
4762,0.55,0.81,251
4763,0.69,0.91,205
4764,0.91,0.63,226
4765,0.33,0.82,249
4766,0.37,0.74,197
4767,0.95,0.57,216
4768,0.17,0.91,260
4769,0.95,0.53,263
4770,0.27,0.69,177
4771,0.91,0.95,171
4772,0.49,0.61,148
4773,0.6,0.56,138
4774,0.52,0.57,183
4775,0.54,0.65,202
4776,0.86,0.53,160
4777,0.78,0.87,264
4778,0.6,0.81,245
4779,0.15,0.91,207
4780,0.72,0.92,225
4781,0.94,0.85,236
4782,0.92,0.56,170
4783,0.6,0.88,261
4784,0.41,0.68,273
4785,0.5,0.43,184
4786,0.8,0.91,202
4787,0.67,0.83,195
4788,0.71,0.88,266
4789,0.66,0.85,266
4790,0.77,0.74,263
4791,0.62,0.54,142
4792,0.95,0.53,162
4793,0.89,0.75,258
4794,0.74,0.83,170
4795,0.19,0.8,249
4796,0.83,0.77,171
4797,0.53,0.64,177
4798,0.98,0.75,188
4799,0.74,0.99,146
4800,0.22,0.88,154
4801,0.76,0.68,204
4802,0.89,0.91,224
4803,0.5,0.84,156
4804,0.17,0.82,259
4805,0.46,0.38,165
4806,0.68,0.78,264
4807,0.77,0.86,215
4808,0.68,0.83,133
4809,0.15,0.7,220
4810,0.7,0.98,176
4811,0.66,0.96,103
4812,0.54,0.52,155
4813,0.57,0.57,141
4814,0.78,0.58,150
4815,0.14,0.83,171
4816,0.73,0.86,179
4817,0.65,0.97,145
4818,0.31,0.59,176
4819,0.77,0.55,172
4820,0.68,0.85,243
4821,0.79,0.69,209
4822,0.92,0.62,196
4823,0.77,0.96,225
4824,0.48,0.89,261
4825,0.63,0.66,157
4826,0.92,0.49,259
4827,0.5,0.85,224
4828,0.52,0.91,193
4829,0.73,0.79,157
4830,0.99,0.87,223
4831,0.91,0.99,188
4832,0.85,0.79,217
4833,0.95,0.69,207
4834,0.67,0.85,153
4835,0.86,0.55,269
4836,0.71,0.54,198
4837,0.99,0.95,102
4838,0.57,0.61,167
4839,0.98,0.72,252
4840,0.62,0.58,192
4841,0.74,0.79,237
4842,0.7,0.6,158
4843,0.8,0.93,260
4844,0.65,0.69,153
4845,0.53,0.52,233
4846,0.43,0.62,180
4847,0.59,0.65,163
4848,0.16,0.96,211
4849,0.84,0.8,151
4850,0.78,0.95,249
4851,0.66,0.91,199
4852,0.7,0.74,247
4853,0.73,0.63,174
4854,0.65,0.88,268
4855,0.79,0.59,197
4856,0.57,0.68,154
4857,0.24,0.58,279
4858,0.95,0.78,204
4859,0.38,0.54,112
4860,0.9,0.78,261
4861,0.5,0.4,180
4862,0.68,0.61,261
4863,0.5,0.78,138
4864,0.85,0.81,164
4865,0.95,0.52,144
4866,0.92,0.92,244
4867,0.83,0.87,233
4868,0.9,0.78,225
4869,0.21,0.77,215
4870,0.94,0.86,223
4871,0.7,0.85,232
4872,0.54,0.76,157
4873,0.77,0.65,268
4874,0.62,0.49,158
4875,0.93,0.55,222
4876,0.81,0.86,210
4877,0.99,0.79,133
4878,0.78,0.49,224
4879,0.66,0.63,264
4880,0.9,0.72,237
4881,0.74,0.53,141
4882,0.65,0.78,238
4883,0.99,0.52,167
4884,0.83,0.72,161
4885,0.6,0.82,194
4886,0.55,0.93,217
4887,0.96,0.71,170
4888,0.83,0.94,243
4889,0.95,0.7,267
4890,0.77,0.88,169
4891,0.83,0.95,255
4892,0.87,0.54,211
4893,0.69,0.49,198
4894,0.67,0.58,246
4895,0.55,0.49,146
4896,0.55,0.82,134
4897,0.39,0.48,169
4898,0.51,0.93,232
4899,0.39,0.38,106
4900,0.96,0.93,260
4901,0.68,0.81,232
4902,0.67,0.71,173
4903,0.68,0.44,152
4904,0.56,0.58,173
4905,0.9,0.7,274
4906,0.69,0.59,233
4907,0.99,0.71,232
4908,0.42,0.59,156
4909,0.28,0.51,124
4910,0.55,0.65,207
4911,0.91,0.53,273
4912,0.53,0.98,219
4913,0.87,0.74,207
4914,0.57,0.6,248
4915,0.59,0.77,169
4916,0.76,0.89,181
4917,0.59,0.42,196
4918,0.5,0.54,254
4919,0.55,0.55,191
4920,0.92,0.53,238
4921,0.8,0.51,196
4922,0.93,0.66,228
4923,0.67,0.57,165
4924,0.78,0.55,144
4925,0.61,0.7,243
4926,0.74,0.84,206
4927,0.5,0.49,180
4928,0.84,0.96,161
4929,0.89,0.55,196
4930,0.77,0.89,152
4931,0.64,0.71,231
4932,0.77,0.89,215
4933,0.74,0.58,233
4934,0.88,0.96,155
4935,0.88,0.96,182
4936,0.89,0.88,165
4937,0.74,0.59,257
4938,0.63,0.74,155
4939,0.63,0.8,243
4940,0.68,0.92,184
4941,0.14,0.81,138
4942,0.86,0.94,209
4943,0.73,0.53,205
4944,0.57,0.56,191
4945,0.97,0.75,270
4946,0.67,0.36,97
4947,0.89,0.74,174
4948,0.8,0.96,124
4949,0.3,0.51,178
4950,0.14,0.73,266
4951,0.91,0.8,181
4952,0.49,0.81,233
4953,0.57,0.68,254
4954,0.59,0.62,219
4955,0.5,0.7,166
4956,0.69,0.97,158
4957,0.81,0.68,151
4958,0.79,0.82,98
4959,0.55,0.91,187
4960,0.92,0.62,266
4961,0.94,0.59,250
4962,0.67,0.55,193
4963,0.53,0.92,223
4964,0.77,0.59,189
4965,0.57,0.82,138
4966,0.64,0.97,268
4967,0.35,1,186
4968,0.66,0.71,136
4969,0.59,0.84,245
4970,0.49,0.93,184
4971,0.91,0.99,152
4972,0.12,0.6,194
4973,0.74,0.68,242
4974,0.84,0.94,246
4975,0.51,0.99,211
4976,0.94,0.71,189
4977,0.74,0.66,254
4978,0.52,0.54,239
4979,0.31,0.92,133
4980,0.72,0.59,255
4981,0.92,1,212
4982,0.56,0.64,270
4983,0.76,0.45,177
4984,0.59,0.9,261
4985,0.5,0.74,220
4986,0.88,0.72,144
4987,0.86,0.49,274
4988,0.66,0.99,195
4989,0.7,0.69,158
4990,0.98,0.93,145
4991,0.61,0.73,165
4992,0.57,0.66,270
4993,0.84,0.91,208
4994,0.76,0.4,245
4995,0.64,0.99,180
4996,0.87,0.7,225
4997,0.62,0.69,261
4998,0.16,0.99,213
4999,0.83,0.87,230
5000,0.36,0.59,198
5001,0.47,0.51,190
5002,0.54,0.51,137
5003,0.83,0.83,186
5004,0.96,0.68,137
5005,0.91,0.74,192
5006,0.56,0.59,164
5007,0.73,0.66,195
5008,0.97,0.63,151
5009,0.75,0.74,231
5010,0.49,0.76,257
5011,0.57,0.94,257
5012,0.41,0.58,274
5013,0.53,0.7,138
5014,0.93,0.6,184
5015,0.58,0.9,151
5016,0.6,0.54,265
5017,0.74,0.8,241
5018,0.62,0.52,148
5019,0.7,0.76,165
5020,0.93,0.75,243
5021,0.75,0.9,197
5022,0.95,0.48,214
5023,0.43,0.98,164
5024,0.77,0.58,243
5025,0.67,1,145
5026,0.51,0.72,163
5027,0.94,0.53,257
5028,0.9,0.85,253
5029,0.8,0.78,234
5030,0.34,0.89,266
5031,0.45,0.53,181
5032,0.97,0.66,193
5033,0.5,0.48,163
5034,0.89,0.62,144
5035,0.76,0.5,245
5036,0.66,0.84,197
5037,0.74,0.63,180
5038,0.69,0.74,237
5039,0.59,0.57,170
5040,1,0.85,150
5041,0.61,0.75,100
5042,0.98,0.42,226
5043,0.59,0.71,222
5044,0.22,0.69,182
5045,0.71,0.95,150
5046,0.86,0.53,244
5047,0.65,0.59,271
5048,0.93,0.67,167
5049,0.49,0.69,128
5050,0.78,0.77,149
5051,0.62,0.7,141
5052,0.72,0.63,149
5053,0.7,0.56,107
5054,0.54,0.93,189
5055,0.61,0.95,169
5056,0.84,0.95,208
5057,0.8,0.58,197
5058,0.58,0.5,225
5059,0.97,0.87,175
5060,0.92,0.55,172
5061,0.96,0.51,237
5062,0.73,0.87,155
5063,0.73,0.71,148
5064,0.53,0.83,246
5065,0.17,0.82,193
5066,0.75,0.76,175
5067,0.76,0.44,121
5068,0.76,0.77,223
5069,0.92,0.55,259
5070,0.82,0.88,171
5071,0.38,0.5,170
5072,0.49,0.72,246
5073,0.53,0.8,175
5074,0.56,0.59,185
5075,0.69,0.98,168
5076,0.62,0.99,171
5077,0.71,0.76,201
5078,0.52,1,148
5079,0.2,0.53,189
5080,0.93,0.61,166
5081,0.74,0.81,150
5082,0.78,0.45,253
5083,0.85,0.79,243
5084,0.79,0.56,250
5085,0.92,0.91,228
5086,0.58,0.97,186
5087,0.68,0.72,213
5088,0.9,0.67,233
5089,0.67,0.71,265
5090,0.79,0.73,226
5091,0.23,0.48,221
5092,0.98,0.99,253
5093,0.8,0.75,134
5094,0.77,0.84,188
5095,1,0.91,160
5096,0.6,0.92,164
5097,0.49,0.54,214
5098,0.91,0.99,228
5099,0.97,0.52,149
5100,0.71,0.76,175
5101,0.62,0.91,195
5102,0.61,0.92,222
5103,0.21,0.6,249
5104,0.64,0.97,226
5105,0.61,0.65,117
5106,0.58,0.75,255
5107,0.41,0.9,155
5108,0.98,0.73,185
5109,0.5,0.88,275
5110,0.98,0.61,226
5111,0.4,0.85,198
5112,0.63,0.92,198
5113,0.75,0.53,251
5114,0.82,0.84,237
5115,0.55,0.62,197
5116,0.44,0.36,136
5117,0.92,0.88,184
5118,0.57,0.56,159
5119,0.73,0.86,133
5120,0.82,0.92,198
5121,0.54,0.75,260
5122,0.64,0.95,154
5123,0.99,0.76,185
5124,0.19,0.92,193
5125,0.86,0.96,167
5126,0.65,0.66,165
5127,0.52,0.81,253
5128,0.85,0.49,142
5129,0.61,0.64,186
5130,0.77,0.57,203
5131,0.54,0.94,217
5132,0.76,0.74,187
5133,0.79,0.9,152
5134,0.89,0.93,150
5135,0.6,0.8,191
5136,0.51,0.58,140
5137,0.2,0.72,123
5138,0.93,0.6,170
5139,0.77,0.54,227
5140,0.8,0.87,220
5141,0.8,0.97,258
5142,0.62,0.92,149
5143,0.79,0.72,192
5144,0.88,0.73,267
5145,0.96,0.73,169
5146,0.34,0.69,178
5147,0.34,0.65,165
5148,0.88,0.85,231
5149,0.66,0.61,260
5150,0.55,0.71,181
5151,0.59,0.51,243
5152,0.62,0.73,191
5153,0.78,0.93,200
5154,0.73,0.75,265
5155,0.71,0.94,246
5156,0.97,0.86,187
5157,0.21,0.74,141
5158,0.52,0.96,246
5159,0.73,0.88,236
5160,0.74,0.83,170
5161,0.26,0.71,189
5162,0.52,0.78,237
5163,0.69,0.54,180
5164,0.79,0.59,157
5165,0.93,0.62,258
5166,0.34,0.87,283
5167,0.77,0.52,216
5168,0.36,0.73,187
5169,0.93,0.58,215
5170,0.7,0.58,211
5171,0.51,0.49,182
5172,0.83,0.78,165
5173,0.89,0.89,265
5174,0.94,0.59,137
5175,0.8,0.55,269
5176,0.74,0.66,177
5177,0.5,0.91,240
5178,0.54,0.84,174
5179,0.5,0.54,134
5180,0.17,0.91,271
5181,0.57,0.53,216
5182,0.8,0.51,213
5183,0.45,0.64,133
5184,0.87,0.5,267
5185,0.98,0.64,263
5186,0.55,0.8,260
5187,0.53,0.5,185
5188,0.75,0.48,284
5189,0.96,0.59,229
5190,0.71,0.97,189
5191,0.7,0.63,209
5192,0.33,0.94,166
5193,0.93,0.94,183
5194,0.64,0.65,181
5195,0.27,0.45,239
5196,0.99,0.99,158
5197,0.81,0.62,187
5198,0.6,0.91,236
5199,0.32,0.4,162
5200,0.48,0.68,163
5201,0.87,0.51,173
5202,0.91,0.79,273
5203,0.24,0.89,142
5204,0.66,0.56,141
5205,0.94,0.59,234
5206,0.93,0.97,255
5207,0.19,0.55,148
5208,0.88,0.45,274
5209,0.76,0.47,223
5210,0.67,0.64,248
5211,0.54,0.5,146
5212,0.53,0.95,101
5213,0.67,0.92,265
5214,0.5,0.38,175
5215,0.49,0.76,202
5216,0.82,0.71,160
5217,0.86,0.71,235
5218,0.5,0.5,267
5219,0.82,0.6,261
5220,0.95,0.78,148
5221,0.64,0.87,239
5222,0.91,0.5,178
5223,0.79,0.75,221
5224,0.83,0.56,269
